Filing Date,Department or Agency,Regulation Title,Hearing/Report Date,Became Law,Available Documents
9/22/2015,Licenses and Inspections,"Regulations regarding Special Inspection Registration Fees and Qualifications under Sections A-902.6.4 and 9-1306(3), (4) and (7) of The Philadelphia Code",N,Y,https://regulations.phila-records.com/pdfs/Licenses and Inspections Regs. 10-22-15.pdf
9/10/2015,Department of Revenue,Amendment to Revenue Department regulations regarding the BIRT Credit for New Job Creation and the Philadelphia Re-Entry Employment Program for Returning Citizens (PREP Credit),N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. 10-13-15.pdf
8/28/2015,Office of Human Resources,Amendments to Civil Service Regulation Nos. 6 (Pay Plan); 9 (Examinations); and 31 (Interim Regulations),N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources 9-28-15
8/27/2015,Department of Licenses and Inspections,Regulations Under Philadelphia Code Sections A-1001.3 and A-1001.5 (Worker Training Requirements and Identification and Site Safety Manager Requirements),N,Y,https://regulations.phila-records.com/pdfs/Department of L_I Regs 09-28-15.pdf
8/27/2015,Department of Licenses and Inspections,Zoning Board of Adjustment Rules and Regulations,N,Y,https://regulations.phila-records.com/pdfs/Department of L_I Regs 09-28-15 Zoning Board 9-28-15.pdf
8/11/2015,Department of Revenue,Advertisement of Proposed Regulations-Real Estate Tax Regulations-Section 407-Exemptions for Longtime Owner-Occupants of Residential Properties-Bill Nos. 140638-A and 140828,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. 09-10-15.pdf
8/6/2015,Department of Licenses and Inspections,Regulations Under Philadelphia Code Provisions A-301.5.10 and 9-1008,N,Y,https://regulations.phila-records.com/pdfs/Department of L_I Regs. 09-07-15.pdf
8/6/2015,Department of Revenue,"Advertisement of Proposed Regulations-Business Income and Receipts Tax-Section 502-Job Creation Tax Credit-Definitions-""New Job""",N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs.(a) 09-07-15.pdf
8/6/2015,Department of Revenue,"Advertisement of Proposed Regulations-Business Income and Receipts Tax-Section 501-Credits for Contributions to Community Development Corporations, Nonprofit Organizations Engaged in Developing and Implementing Healthy Food Initiatives and Nonprofit Intermediaries",N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs.(b) 09-07-15.pdf
6/26/2015,Office of Human Resources,Amendments Of Civil Service Regulations,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources 7-27-15
6/22/2015,Department of Licenses and Inspections,Regulation Under Philadelphia Code Provision 9-1304,N,Y,https://regulations.phila-records.com/pdfs/Department Of Licenses and Inspections Regs. 07-22-15.pdf
6/10/2015,Philadelphia Water Department,Amendments to the Philadelphia Water Department Regulations-Section: 204.0: Enhanced CAP,N,Y,https://regulations.phila-records.com/pdfs/Philadelphia Water Department Regs. 07-10-15.pdf
5/29/2015,"Department of Commerce, Division of Aviation",Filing of Airport Rates and Charges Regulation,N,Y,"https://regulations.phila-records.com/pdfs/Department of Commerce, Division of Aviation Regs. 06-29-15.pdf"
5/22/2015,Philadelphia Water Department,Amendments to the Philadelphia Water Department Regulations-Chapter 6: Stormwater,N,Y,https://regulations.phila-records.com/pdfs/Philadelphia Water Department Regs. 06-22-15.pdf
5/21/2015,Department of Public Health,Amendments to the Asbestos Control Regulations,N,Y,https://regulations.phila-records.com/pdfs/Department of Public Health Regs. ACR 06-22-15.pdf
5/21/2015,Department of Public Health,Amendments to the Noise and Excessive Vibration Regulations,N,Y,https://regulations.phila-records.com/pdfs/Department of Public Health Regs. NEVR 06-22-15.pdf
5/13/2015,Department of Revenue,Parking Tax Regulations-Revised and Restated,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. 06-15-15.pdf
4/24/2015,Office of Human Resources,Amendments of Civil Service Regulations,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. 05-26-15.pdf
4/9/2015,Department of Public Health,Air Management Regulation III-Control of Sulfur Compound Emission,N,Y,https://regulations.phila-records.com/pdfs/Department of Public Health Regs. 05-11-15.pdf
3/20/2015,Department of Revenue,Advertisement of Proposed Regulations-Business Income and Receipts Tax-Section 502-Council Bill No. 140641-Special Tax Credit Opportunity for Job Creation in 2015,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. BIRT 04-20-15.pdf
3/20/2015,Department of Revenue,Advertisement of Proposed Regulations-Real Estate Tax-Original Promulgation of Real Estate Tax Regulations by the Revenue Department,N,Y,https://regulations.phila-records.com/pdfs/Department of Revenue Regs. RET 04-20-15.pdf
2/27/2015,Office of Human Resources,Amendments of Civil Service Regulations,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Regs. 03-30-15.pdf
2/20/2015,Office of Administrative Review,Amendments to Tax Review Board Regulations,N,Y,https://regulations.phila-records.com/pdfs/Office of Administrative Review Regs. 03-23-15.pdf
2/6/2015,Philadelphia Art Commission,Regulations of Philadelphia Art Commission,N,Y,https://regulations.phila-records.com/pdfs/Art Commission Regs 03-09-15.pdf
2/3/2015,Office of Human Resources,Civil Service Regulations,N,Y,https://regulations.phila-records.com/pdfs/Civil Service Reg.pdf
2/3/2015,Philadelphia Water Department,Amendments to the Philadelphia Water Department Regulations - Section 404.0,N,Y,https://regulations.phila-records.com/pdfs/Water Dept. Reg 03-06-15.pdf
12/16/2014,Streets Dept.,Pedestrian Enhancements Pursuant to Section 11-613 of the Philadelphia Code,N,Y,https://regulations.phila-records.com/pdfs/Street Dept. Regs. 1-16-15.pdf
12/9/2014,Streets,"Street Openings, Excavations and Restoration.",N,Y,https://regulations.phila-records.com/pdfs/Street Dept. Regs. 1-9-15.pdf
11/21/2014,Office of Human Resources,Amendments of Civil Service Regulations,N,Y,https://regulations.phila-records.com/pdfs/Regs. Office of Human Services.pdf
11/5/2014,Licenses and Inspections,Regulations Under Philadelphia Code Provisions A-901.7,N,Y,https://regulations.phila-records.com/pdfs/L & I Amendment to Reg A-901.7.pdf
10/29/2014,Revenue,Phila. School District School Income Tax Regs,N,Y,https://regulations.phila-records.com/pdfs/Philadelphia School Income Tax Regs.pdf
10/23/2014,Commerce,Airport Rates and Charges Regulation,N,Y,https://regulations.phila-records.com/pdfs/Airport Rates and Charges Regulation.pdf
10/20/2014,Philadelphia Board of Ethics,Board of Ethics Regulation No.1 - Campaign Finance,N,Y,https://regulations.phila-records.com/pdfs/Records Bd. of Ethics Regulations.pdf
10/1/2014,Revenue,Business Income and Receipts Tax Regulations,N,Y,https://regulations.phila-records.com/pdfs/Business Income and Receipts Tax Regulations.pdf
9/26/2014,Office of Human Resources,Civil Service Regulation 6 - Pay Plan,N,Y,https://regulations.phila-records.com/pdfs/Amendments of Civil Service Regulations.pdf
8/28/2014,Parks and Recreation,Parks and Recreation Regulations Regarding Animal Free Areas,N,Y,https://regulations.phila-records.com/pdfs/Parks & Recreation Regulation.pdf
8/25/2014,Licenses and Inspections,Amendment to Regulations Under Philadelphia Code Provision A-301.2.5 (exemptions from zoning review),N,Y,https://regulations.phila-records.com/pdfs/L&I Regulations 2.pdf
8/25/2014,Streets,Streets Department Regulations Governing Construction of ADA-Compliant Curb Ramps,N,Y,https://regulations.phila-records.com/pdfs/Streets Regulations 2.pdf
8/5/2014,Streets,Regulation Designating Baxter Trail A Shared Use Path Pursuant To Section 12-808 of the Philadelphia Code,N,Y,https://regulations.phila-records.com/pdfs/Records 7.pdf
7/25/2014,Office of Human Resources,Amendment to Civil Service Regulation 6 - Pay Plan,N,Y,https://regulations.phila-records.com/pdfs/Records 6.pdf
7/23/2014,Commerce,Amendment to Rules & Regulations for Philadelphia International Airport,N,Y,https://regulations.phila-records.com/pdfs/Records 4.pdf
7/23/2014,Commerce,Amendment to Rules & Regulations for Northeast Philadelphia Airport,N,Y,https://regulations.phila-records.com/pdfs/Records 5.pdf
7/17/2014,Philadelphia Board of Ethics,Board of Ethics Regulation No. 1 - Campaign Finance,Yes. Hearing Scheduled by Philadelphia Board of Ethics,Y,https://regulations.phila-records.com/pdfs/Bd. of Ethics Reg. 9-27-14.pdf
7/1/2014,Public Health,Amendments to Regulations Governing the Control of Communicable and Noncommnicable Diseases and Conditions,N,Y,https://regulations.phila-records.com/pdfs/Records 2.pdf
6/20/2014,Licenses and Inspections,Regulation Under Philadelphia Code Provisions A-1001.7(Work Site Signage),N,Y,https://regulations.phila-records.com/pdfs/Records 1.pdf
6/12/2014,Philadelphia Board of Pensions and Retirement,Regulation NO. 2 (Procedure For Implementing The Deferred Retirement Option Plan),N,Y,https://regulations.phila-records.com/pdfs/Bd. of Pensions & Retirement Reg. 7-14-14.pdf
5/30/2014,Office of Human Resources,"Amendments to Civil Service Regulation Nos. 5 (Classification Plan); 6 (Pay Plan); 8 (applications); 9 (Examinations); 10 (Eligible Lists); 11 (Requisition, Certification and Appointment); 16 (Layoffs); 17 (Dismissals, Demotions, Suspensions and Appeals); and 31 (Interim Regulations).",N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Reg. 6-30-14.pdf
5/28/2014,Licenses and Inspections,Regulation Under Code Section 9-1006(2)(c) (regarding Electrical Contractor Continuing Education Requirements),N,Y,https://regulations.phila-records.com/pdfs/Dept. of L & I Reg. 6-27-14.pdf
5/27/2014,Board of Ethics,Amendments to Regulation No. 2 (Investigations and Enforcement Proceedings),Yes. Hearing Scheduled by Board of Ethics,Y,https://regulations.phila-records.com/pdfs/Records 3.pdf
5/19/2014,Parks and Recreation,Regulations Regarding Amplified Sound,N,Y,https://regulations.phila-records.com/pdfs/Dept. of Parks & Recreation Reg. 6-18-14.pdf
5/16/2014,Streets,Regulations Designating Shared Use Paths Pursuant to Section 12-808 of The Philadelphia Code,N,Y,https://regulations.phila-records.com/pdfs/Streets Dept. Reg. 6-16-14.pdf
5/16/2014,Streets,Regulations Governing Sidewalk Closure Permits for Construction Activity Pursuant to Scetion 11- 612 of The Philadelphia Code,N,Y,https://regulations.phila-records.com/pdfs/Streets Dept. Reg. 6-16-14 2.pdf
4/15/2014,Revenue,Amendments to Sections 302 and 305 of the Business Income and Receipts Tax Regulations,N,Y,https://regulations.phila-records.com/pdfs/Dept. of Rev. Business Income And Receipts Tax Regs. 5-15-14 2.pdf
3/28/2014,Office of Human Resources,Amendments to Civil Service Regulation Nos. 5 (Classification Plan); 6 (Pay Plan); 18 (Hours of Work and City Service); 20 (Vacation Leave); 21 (Sick leave); and 31 (Interim Regulations).,N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Reg. 4-28-14.pdf
3/21/2014,Philadelphia Board of Pensions and Retirement,"Amendments to Regulation Nos. 1 (Board Adjudications) and 3 (Refund of Contributions); and Rescinding Regulation Nos. 2 (Submission of Tax Information), 4 (Payment of Contributions for Prior Overtime Earnings) and 5 (Heroic Action Exemption to Code Section 22-401(4)(.2)(c).",N,Y,https://regulations.phila-records.com/pdfs/Bd. of Pensions and Retirement Reg. 4-21-14.pdf
3/17/2014,Commerce,Amendments to Rules and Regulations for Philadelphia International Airport related to Customer Facility Charges,N,Y,https://regulations.phila-records.com/pdfs/Dept. of Commerce - Avaition Reg. 4-16-14.pdf
3/11/2014,Parks and Recreation,Regulation to Make All Philadelphia Parks and Recreation Centers Smoke-Free,N,Y,https://regulations.phila-records.com/pdfs/Dept. of Parks & Recreation Reg. 4-10-14.pdf
2/20/2014,Licences and Inspections,Violations,N,Y,https://regulations.phila-records.com/pdfs/Dept. of L & I Reg. 3-24-14.pdf
2/20/2014,Revenue,Hospital Assessments Regulations,N,Y,https://regulations.phila-records.com/pdfs/Hospital Assessments Regs. 3-24-14.pdf
2/4/2014,City Planning Commision,Amendments to City Planning Commission Regulation No. 12 (Concerning Registered Community Organizations),N,Y,https://regulations.phila-records.com/pdfs/City Planning Comm. Reg. 12 1-28-14.pdf
1/15/2014,Revenue,Amendment to the Department of Revenue's New Businesses Regulations,N,Y,https://regulations.phila-records.com/pdfs/Dept. of Revenue Reg. 2-14-14.pdf 
1/8/2014,Water,Table of Contents of Water Department Regulations,N,Y,https://regulations.phila-records.com/pdfs/PWD_Regulations_Rev. 2-7-14.pdf
1/6/2014,Licenses and Inspections,Timing of Permit Application Decisions under Code Section A-3-2.1.1,N,Y,https://regulations.phila-records.com/pdfs/Dept. of L & I Reg. 2-5-14.pdf
12/20/2013,Office of Human Resources,"Amendments to Civil Service Regulation Nos. 5 (Classification Plan); 6 (Pay Plan); 9 (Examinations); 11 (Requisition, Certification and Appointment); and 31 (Interim Regulations)",N,Y,https://regulations.phila-records.com/pdfs/Office of Human Resources Reg. 1-21-14.pdf
12/14/2006,Finance Department,Proposed Amendments to Policy and Procedure for the Debarment and Suspension of Vendors and Contractors ,N,1/16/2007,https://regulations.phila-records.com/pdfs/Finance Department Regulation.PDF
